text,label
"Человек учёба, спорт, учёба",normal
"Человек работа, спокойный человек, работа",normal
"Человек учёба, спорт, спокойный человек",normal
"Человек спорт, обычная одежда, работа",normal
"Человек работа, обычная одежда, учёба",normal
"Человек работа, учёба, спорт",normal
"Человек спокойный человек, спокойный человек, спокойный человек",normal
"Человек друзья, обычная одежда, спокойный человек",normal
"Человек работа, обычная одежда, спорт",normal
"Человек спорт, спорт, спорт",normal
"Человек друзья, учёба, учёба",normal
"Человек спокойный человек, друзья, учёба",normal
"Человек спорт, учёба, обычная одежда",normal
"Человек спокойный человек, учёба, обычная одежда",normal
"Человек работа, обычная одежда, обычная одежда",normal
"Человек спорт, спорт, спокойный человек",normal
"Человек спорт, обычная одежда, друзья",normal
"Человек спорт, спорт, обычная одежда",normal
"Человек работа, работа, учёба",normal
"Человек спокойный человек, работа, спорт",normal
"Человек друзья, учёба, спокойный человек",normal
"Человек друзья, друзья, спорт",normal
"Человек обычная одежда, обычная одежда, обычная одежда",normal
"Человек работа, обычная одежда, спокойный человек",normal
"Человек спорт, работа, спокойный человек",normal
"Человек обычная одежда, спокойный человек, друзья",normal
"Человек спорт, спорт, спокойный человек",normal
"Человек учёба, спорт, друзья",normal
"Человек спорт, учёба, спорт",normal
"Человек спорт, учёба, спорт",normal
"Человек спокойный человек, работа, спокойный человек",normal
"Человек спорт, обычная одежда, обычная одежда",normal
"Человек работа, спорт, друзья",normal
"Человек спорт, обычная одежда, учёба",normal
"Человек работа, учёба, друзья",normal
"Человек спорт, друзья, учёба",normal
"Человек спорт, спокойный человек, спокойный человек",normal
"Человек друзья, спокойный человек, спокойный человек",normal
"Человек обычная одежда, спокойный человек, обычная одежда",normal
"Человек работа, обычная одежда, обычная одежда",normal
"Человек учёба, обычная одежда, обычная одежда",normal
"Человек учёба, обычная одежда, спокойный человек",normal
"Человек обычная одежда, работа, обычная одежда",normal
"Человек обычная одежда, работа, учёба",normal
"Человек спокойный человек, обычная одежда, спокойный человек",normal
"Человек друзья, спокойный человек, учёба",normal
"Человек учёба, обычная одежда, работа",normal
"Человек учёба, работа, друзья",normal
"Человек работа, спорт, работа",normal
"Человек учёба, работа, работа",normal
"Человек спорт, спорт, обычная одежда",normal
"Человек учёба, обычная одежда, спорт",normal
"Человек работа, спорт, друзья",normal
"Человек работа, обычная одежда, работа",normal
"Человек друзья, спорт, учёба",normal
"Человек спокойный человек, учёба, учёба",normal
"Человек спорт, учёба, друзья",normal
"Человек спорт, учёба, спокойный человек",normal
"Человек обычная одежда, спорт, спорт",normal
"Человек работа, учёба, обычная одежда",normal
"Человек спокойный человек, друзья, спорт",normal
"Человек друзья, друзья, друзья",normal
"Человек работа, друзья, учёба",normal
"Человек учёба, обычная одежда, обычная одежда",normal
"Человек спокойный человек, друзья, друзья",normal
"Человек работа, друзья, друзья",normal
"Человек друзья, спорт, спорт",normal
"Человек работа, работа, учёба",normal
"Человек работа, спокойный человек, учёба",normal
"Человек друзья, работа, спокойный человек",normal
"Человек работа, работа, учёба",normal
"Человек учёба, обычная одежда, учёба",normal
"Человек учёба, спорт, работа",normal
"Человек учёба, работа, работа",normal
"Человек спорт, работа, спокойный человек",normal
"Человек учёба, работа, обычная одежда",normal
"Человек обычная одежда, спорт, спокойный человек",normal
"Человек учёба, спорт, обычная одежда",normal
"Человек спокойный человек, учёба, работа",normal
"Человек учёба, друзья, учёба",normal
"Человек работа, друзья, спокойный человек",normal
"Человек спорт, спокойный человек, учёба",normal
"Человек спорт, учёба, обычная одежда",normal
"Человек обычная одежда, работа, спокойный человек",normal
"Человек обычная одежда, друзья, друзья",normal
"Человек учёба, спорт, друзья",normal
"Человек учёба, спорт, обычная одежда",normal
"Человек учёба, спорт, работа",normal
"Человек спокойный человек, спокойный человек, работа",normal
"Человек друзья, спокойный человек, спорт",normal
"Человек работа, друзья, учёба",normal
"Человек учёба, спорт, спорт",normal
"Человек спорт, спокойный человек, спорт",normal
"Человек работа, работа, друзья",normal
"Человек работа, спокойный человек, учёба",normal
"Человек друзья, работа, спорт",normal
"Человек работа, обычная одежда, друзья",normal
"Человек спокойный человек, работа, работа",normal
"Человек спокойный человек, учёба, спорт",normal
"Человек спорт, учёба, учёба",normal
"Человек обычная одежда, спокойный человек, друзья",normal
"Человек спорт, учёба, учёба",normal
"Человек спокойный человек, друзья, учёба",normal
"Человек обычная одежда, друзья, обычная одежда",normal
"Человек работа, спорт, учёба",normal
"Человек друзья, обычная одежда, спорт",normal
"Человек спорт, учёба, спорт",normal
"Человек учёба, работа, учёба",normal
"Человек спокойный человек, обычная одежда, спокойный человек",normal
"Человек спорт, спорт, спорт",normal
"Человек учёба, друзья, учёба",normal
"Человек обычная одежда, учёба, спорт",normal
"Человек работа, обычная одежда, спокойный человек",normal
"Человек работа, обычная одежда, обычная одежда",normal
"Человек спорт, спокойный человек, учёба",normal
"Человек спокойный человек, спорт, спорт",normal
"Человек спорт, работа, спокойный человек",normal
"Человек спокойный человек, обычная одежда, друзья",normal
"Человек учёба, спорт, спокойный человек",normal
"Человек спокойный человек, обычная одежда, учёба",normal
"Человек друзья, друзья, спорт",normal
"Человек друзья, друзья, учёба",normal
"Человек учёба, спорт, спокойный человек",normal
"Человек обычная одежда, спорт, работа",normal
"Человек друзья, обычная одежда, спокойный человек",normal
"Человек спокойный человек, учёба, работа",normal
"Человек спокойный человек, работа, друзья",normal
"Человек учёба, обычная одежда, учёба",normal
"Человек друзья, спокойный человек, работа",normal
"Человек друзья, спокойный человек, спорт",normal
"Человек работа, друзья, обычная одежда",normal
"Человек обычная одежда, спокойный человек, спокойный человек",normal
"Человек обычная одежда, спорт, учёба",normal
"Человек обычная одежда, спокойный человек, спокойный человек",normal
"Человек спорт, обычная одежда, спорт",normal
"Человек обычная одежда, учёба, друзья",normal
"Человек обычная одежда, друзья, обычная одежда",normal
"Человек учёба, спокойный человек, друзья",normal
"Человек спорт, обычная одежда, спокойный человек",normal
"Человек обычная одежда, спорт, учёба",normal
"Человек работа, обычная одежда, спорт",normal
"Человек работа, обычная одежда, друзья",normal
"Человек спокойный человек, спокойный человек, спорт",normal
"Человек друзья, учёба, работа",normal
"Человек спорт, обычная одежда, спокойный человек",normal
"Человек обычная одежда, работа, друзья",normal
"Человек друзья, спорт, спорт",normal
"Человек друзья, спорт, друзья",normal
"Человек работа, спорт, друзья",normal
"Человек спорт, обычная одежда, спокойный человек",normal
"Человек обычная одежда, учёба, друзья",normal
"Человек учёба, друзья, спокойный человек",normal
"Человек спорт, друзья, обычная одежда",normal
"Человек спорт, спокойный человек, обычная одежда",normal
"Человек спорт, друзья, друзья",normal
"Человек обычная одежда, работа, друзья",normal
"Человек работа, спорт, работа",normal
"Человек обычная одежда, учёба, учёба",normal
"Человек обычная одежда, учёба, обычная одежда",normal
"Человек друзья, работа, учёба",normal
"Человек друзья, учёба, спорт",normal
"Человек обычная одежда, обычная одежда, друзья",normal
"Человек спорт, работа, спорт",normal
"Человек спорт, спокойный человек, работа",normal
"Человек работа, спорт, учёба",normal
"Человек спокойный человек, учёба, спорт",normal
"Человек учёба, работа, работа",normal
"Человек учёба, работа, обычная одежда",normal
"Человек работа, спорт, друзья",normal
"Человек учёба, спокойный человек, учёба",normal
"Человек работа, работа, друзья",normal
"Человек друзья, спокойный человек, спорт",normal
"Человек обычная одежда, спорт, спокойный человек",normal
"Человек учёба, работа, спорт",normal
"Человек работа, работа, спорт",normal
"Человек спорт, друзья, спокойный человек",normal
"Человек спокойный человек, обычная одежда, друзья",normal
"Человек обычная одежда, спорт, спокойный человек",normal
"Человек спокойный человек, обычная одежда, учёба",normal
"Человек друзья, друзья, друзья",normal
"Человек спокойный человек, работа, спокойный человек",normal
"Человек работа, спокойный человек, спорт",normal
"Человек спокойный человек, спорт, работа",normal
"Человек друзья, работа, обычная одежда",normal
"Человек друзья, спокойный человек, спокойный человек",normal
"Человек спокойный человек, спокойный человек, спокойный человек",normal
"Человек работа, спорт, работа",normal
"Человек учёба, работа, друзья",normal
"Человек спокойный человек, работа, спорт",normal
"Человек спокойный человек, обычная одежда, учёба",normal
"Человек друзья, спорт, учёба",normal
"Человек работа, учёба, спокойный человек",normal
"Человек спокойный человек, обычная одежда, учёба",normal
"Человек учёба, спокойный человек, работа",normal
"Человек работа, друзья, работа",normal
"Человек учёба, обычная одежда, работа",normal
"Человек спокойный человек, спокойный человек, друзья",normal
"Человек друзья, учёба, работа",normal
"Человек работа, друзья, работа",normal
"Человек учёба, обычная одежда, спокойный человек",normal
"Человек учёба, работа, учёба",normal
"Человек спокойный человек, спорт, спокойный человек",normal
"Человек спокойный человек, спорт, работа",normal
"Человек работа, обычная одежда, спокойный человек",normal
"Человек учёба, обычная одежда, работа",normal
"Человек работа, друзья, обычная одежда",normal
"Человек работа, спорт, друзья",normal
"Человек учёба, друзья, спокойный человек",normal
"Человек спокойный человек, учёба, спорт",normal
"Человек учёба, обычная одежда, учёба",normal
"Человек учёба, друзья, спорт",normal
"Человек учёба, обычная одежда, друзья",normal
"Человек спорт, спорт, работа",normal
"Человек спокойный человек, обычная одежда, спокойный человек",normal
"Человек друзья, друзья, обычная одежда",normal
"Человек спорт, учёба, обычная одежда",normal
"Человек друзья, спокойный человек, обычная одежда",normal
"Человек спорт, работа, работа",normal
"Человек учёба, учёба, спорт",normal
"Человек спокойный человек, учёба, работа",normal
"Человек спорт, спорт, спорт",normal
"Человек обычная одежда, спокойный человек, спокойный человек",normal
"Человек учёба, спокойный человек, друзья",normal
"Человек работа, учёба, спокойный человек",normal
"Человек работа, учёба, друзья",normal
"Человек работа, друзья, работа",normal
"Человек обычная одежда, обычная одежда, работа",normal
"Человек работа, друзья, спокойный человек",normal
"Человек спорт, работа, учёба",normal
"Человек учёба, учёба, обычная одежда",normal
"Человек спокойный человек, друзья, спокойный человек",normal
"Человек обычная одежда, спокойный человек, спокойный человек",normal
"Человек учёба, работа, учёба",normal
"Человек спокойный человек, работа, друзья",normal
"Человек спорт, работа, обычная одежда",normal
"Человек учёба, учёба, спокойный человек",normal
"Человек спокойный человек, спокойный человек, спокойный человек",normal
"Человек учёба, работа, друзья",normal
"Человек работа, обычная одежда, учёба",normal
"Человек работа, учёба, обычная одежда",normal
"Человек спорт, спорт, спорт",normal
"Человек учёба, работа, учёба",normal
"Человек друзья, работа, обычная одежда",normal
"Человек спокойный человек, спорт, работа",normal
"Человек работа, спорт, обычная одежда",normal
"Человек учёба, учёба, спокойный человек",normal
"Человек работа, спорт, друзья",normal
"Человек обычная одежда, учёба, обычная одежда",normal
"Человек обычная одежда, спокойный человек, обычная одежда",normal
"Человек спорт, спокойный человек, спорт",normal
"Человек спокойный человек, спорт, спокойный человек",normal
"Человек спокойный человек, работа, спорт",normal
"Человек работа, спокойный человек, учёба",normal
"Человек спокойный человек, учёба, учёба",normal
"Человек учёба, учёба, спорт",normal
"Человек друзья, спорт, друзья",normal
"Человек спорт, учёба, обычная одежда",normal
"Человек спокойный человек, друзья, обычная одежда",normal
"Человек учёба, друзья, обычная одежда",normal
"Человек спорт, учёба, спорт",normal
"Человек спорт, учёба, друзья",normal
"Человек спокойный человек, работа, работа",normal
"Человек спокойный человек, учёба, работа",normal
"Человек спокойный человек, обычная одежда, спокойный человек",normal
"Человек друзья, спокойный человек, спорт",normal
"Человек спорт, учёба, спорт",normal
"Человек обычная одежда, спокойный человек, обычная одежда",normal
"Человек учёба, спорт, работа",normal
"Человек спокойный человек, работа, друзья",normal
"Человек учёба, друзья, работа",normal
"Человек работа, работа, друзья",normal
"Человек учёба, спокойный человек, спокойный человек",normal
"Человек обычная одежда, обычная одежда, работа",normal
"Человек учёба, учёба, спорт",normal
"Человек спорт, друзья, спорт",normal
"Человек спокойный человек, спокойный человек, друзья",normal
"Человек обычная одежда, работа, учёба",normal
"Человек обычная одежда, спокойный человек, обычная одежда",normal
"Человек друзья, работа, спокойный человек",normal
"Человек друзья, обычная одежда, учёба",normal
"Человек спорт, друзья, спокойный человек",normal
"Человек обычная одежда, спорт, спорт",normal
"Человек обычная одежда, работа, обычная одежда",normal
"Человек спокойный человек, учёба, спокойный человек",normal
"Человек спорт, учёба, друзья",normal
"Человек спорт, работа, обычная одежда",normal
"Человек друзья, спокойный человек, учёба",normal
"Человек друзья, работа, обычная одежда",normal
"Человек друзья, спокойный человек, учёба",normal
"Человек друзья, обычная одежда, спокойный человек",normal
"Человек друзья, учёба, обычная одежда",normal
"Человек работа, работа, спорт",normal
"Человек друзья, учёба, друзья",normal
"Человек обычная одежда, спорт, учёба",normal
"Человек друзья, учёба, обычная одежда",normal
"Человек спорт, учёба, обычная одежда",normal
"Человек работа, учёба, спорт",normal
"Человек спокойный человек, спокойный человек, учёба",normal
"Человек учёба, обычная одежда, друзья",normal
"Человек спокойный человек, друзья, спокойный человек",normal
"Человек учёба, спорт, спорт",normal
"Человек спокойный человек, спокойный человек, обычная одежда",normal
"Человек учёба, учёба, друзья",normal
"Человек обычная одежда, работа, спорт",normal
"Человек спорт, учёба, обычная одежда",normal
"Человек работа, спорт, обычная одежда",normal
"Человек работа, спокойный человек, учёба",normal
"Человек друзья, спорт, спорт",normal
"Человек работа, друзья, спокойный человек",normal
"Человек обычная одежда, учёба, обычная одежда",normal
"Человек работа, спорт, спокойный человек",normal
"Человек спорт, обычная одежда, спокойный человек",normal
"Человек учёба, работа, учёба",normal
"Человек работа, учёба, обычная одежда",normal
"Человек друзья, спокойный человек, работа",normal
"Человек обычная одежда, спорт, спорт",normal
"Человек учёба, спорт, друзья",normal
"Человек работа, учёба, работа",normal
"Человек работа, обычная одежда, спорт",normal
"Человек спокойный человек, работа, друзья",normal
"Человек друзья, спокойный человек, спорт",normal
"Человек спорт, учёба, учёба",normal
"Человек учёба, спорт, работа",normal
"Человек обычная одежда, спокойный человек, спокойный человек",normal
"Человек спокойный человек, учёба, обычная одежда",normal
"Человек друзья, спорт, друзья",normal
"Человек учёба, работа, учёба",normal
"Человек обычная одежда, учёба, спокойный человек",normal
"Человек работа, работа, спорт",normal
"Человек спорт, спокойный человек, работа",normal
"Человек спокойный человек, работа, обычная одежда",normal
"Человек учёба, спорт, обычная одежда",normal
"Человек учёба, спорт, спокойный человек",normal
"Человек обычная одежда, друзья, друзья",normal
"Человек спорт, обычная одежда, учёба",normal
"Человек учёба, обычная одежда, друзья",normal
"Человек обычная одежда, друзья, друзья",normal
"Человек спокойный человек, спокойный человек, учёба",normal
"Человек спорт, работа, обычная одежда",normal
"Человек друзья, обычная одежда, спорт",normal
"Человек спорт, работа, работа",normal
"Человек друзья, спокойный человек, работа",normal
"Человек спокойный человек, спокойный человек, друзья",normal
"Человек учёба, спокойный человек, друзья",normal
"Человек работа, обычная одежда, работа",normal
"Человек спорт, работа, учёба",normal
"Человек друзья, спокойный человек, спорт",normal
"Человек друзья, друзья, спокойный человек",normal
"Человек работа, обычная одежда, спорт",normal
"Человек спокойный человек, учёба, учёба",normal
"Человек обычная одежда, обычная одежда, работа",normal
"Человек учёба, спорт, спокойный человек",normal
"Человек обычная одежда, обычная одежда, обычная одежда",normal
"Человек спокойный человек, спорт, учёба",normal
"Человек спорт, спокойный человек, спорт",normal
"Человек работа, спокойный человек, обычная одежда",normal
"Человек учёба, работа, работа",normal
"Человек спокойный человек, друзья, обычная одежда",normal
"Человек учёба, учёба, учёба",normal
"Человек спокойный человек, обычная одежда, спокойный человек",normal
"Человек учёба, спорт, спорт",normal
"Человек обычная одежда, учёба, спокойный человек",normal
"Человек друзья, друзья, друзья",normal
"Человек спорт, спокойный человек, друзья",normal
"Человек учёба, учёба, друзья",normal
"Человек работа, друзья, работа",normal
"Человек обычная одежда, обычная одежда, учёба",normal
"Человек спокойный человек, спорт, спокойный человек",normal
"Человек учёба, учёба, спокойный человек",normal
"Человек спорт, учёба, спорт",normal
"Человек учёба, обычная одежда, работа",normal
"Человек учёба, работа, друзья",normal
"Человек учёба, обычная одежда, спорт",normal
"Человек обычная одежда, работа, спорт",normal
"Человек обычная одежда, обычная одежда, обычная одежда",normal
"Человек спокойный человек, спорт, обычная одежда",normal
"Человек обычная одежда, работа, обычная одежда",normal
"Человек обычная одежда, друзья, спорт",normal
"Человек друзья, спокойный человек, работа",normal
"Человек друзья, спокойный человек, учёба",normal
"Человек спорт, обычная одежда, друзья",normal
"Человек друзья, обычная одежда, обычная одежда",normal
"Человек работа, друзья, друзья",normal
"Человек учёба, спокойный человек, учёба",normal
"Человек друзья, учёба, друзья",normal
"Человек спорт, работа, учёба",normal
"Человек друзья, учёба, спокойный человек",normal
"Человек работа, спорт, обычная одежда",normal
"Человек обычная одежда, учёба, друзья",normal
"Человек спокойный человек, работа, спорт",normal
"Человек спорт, спорт, обычная одежда",normal
"Человек работа, обычная одежда, учёба",normal
"Человек спорт, работа, спорт",normal
"Человек обычная одежда, обычная одежда, обычная одежда",normal
"Человек спорт, работа, работа",normal
"Человек учёба, спорт, учёба",normal
"Человек спокойный человек, учёба, учёба",normal
"Человек учёба, обычная одежда, спокойный человек",normal
"Человек учёба, работа, учёба",normal
"Человек обычная одежда, друзья, спокойный человек",normal
"Человек друзья, друзья, спокойный человек",normal
"Человек спорт, работа, обычная одежда",normal
"Человек спокойный человек, друзья, обычная одежда",normal
"Человек обычная одежда, спорт, друзья",normal
"Человек учёба, обычная одежда, друзья",normal
"Человек обычная одежда, спорт, спорт",normal
"Человек учёба, спорт, друзья",normal
"Человек спокойный человек, спорт, спокойный человек",normal
"Человек учёба, работа, обычная одежда",normal
"Человек обычная одежда, друзья, учёба",normal
"Человек учёба, учёба, обычная одежда",normal
"Человек спорт, обычная одежда, обычная одежда",normal
"Человек обычная одежда, спорт, работа",normal
"Человек друзья, работа, работа",normal
"Человек обычная одежда, работа, обычная одежда",normal
"Человек обычная одежда, друзья, учёба",normal
"Человек обычная одежда, работа, друзья",normal
"Человек спокойный человек, спокойный человек, спокойный человек",normal
"Человек работа, учёба, спорт",normal
"Человек учёба, друзья, учёба",normal
"Человек спокойный человек, учёба, друзья",normal
"Человек друзья, спокойный человек, работа",normal
"Человек обычная одежда, спорт, спорт",normal
"Человек спокойный человек, спорт, учёба",normal
"Человек друзья, друзья, спокойный человек",normal
"Человек друзья, обычная одежда, друзья",normal
"Человек друзья, учёба, работа",normal
"Человек спорт, учёба, учёба",normal
"Человек учёба, спорт, спокойный человек",normal
"Человек учёба, работа, спокойный человек",normal
"Человек друзья, работа, спокойный человек",normal
"Человек друзья, друзья, учёба",normal
"Человек учёба, спорт, обычная одежда",normal
"Человек работа, спорт, спорт",normal
"Человек работа, спокойный человек, работа",normal
"Человек друзья, обычная одежда, спокойный человек",normal
"Человек учёба, обычная одежда, обычная одежда",normal
"Человек учёба, обычная одежда, спокойный человек",normal
"Человек спокойный человек, спокойный человек, спорт",normal
"Человек спорт, спокойный человек, учёба",normal
"Человек учёба, работа, работа",normal
"Человек спокойный человек, обычная одежда, обычная одежда",normal
"Человек учёба, обычная одежда, друзья",normal
"Человек спорт, обычная одежда, обычная одежда",normal
"Человек работа, друзья, обычная одежда",normal
"Человек спорт, обычная одежда, учёба",normal
"Человек друзья, обычная одежда, друзья",normal
"Человек обычная одежда, спорт, спорт",normal
"Человек друзья, спокойный человек, работа",normal
"Человек работа, учёба, спокойный человек",normal
"Человек работа, друзья, работа",normal
"Человек учёба, обычная одежда, работа",normal
"Человек друзья, друзья, учёба",normal
"Человек учёба, спорт, спорт",normal
"Человек спорт, обычная одежда, друзья",normal
"Человек спорт, друзья, учёба",normal
"Человек обычная одежда, учёба, друзья",normal
"Человек спокойный человек, спокойный человек, спорт",normal
"Человек спокойный человек, учёба, спокойный человек",normal
"Человек работа, обычная одежда, друзья",normal
"Человек спорт, учёба, обычная одежда",normal
"Человек спорт, учёба, спокойный человек",normal
"Человек друзья, работа, работа",normal
"Человек спокойный человек, друзья, обычная одежда",normal
"Человек друзья, спокойный человек, учёба",normal
"Человек обычная одежда, работа, спокойный человек",normal
"Человек учёба, спокойный человек, спорт",normal
"Человек спорт, спорт, работа",normal
"Человек друзья, обычная одежда, работа",normal
"Человек учёба, учёба, спорт",normal
"Человек обычная одежда, спорт, учёба",normal
"Человек учёба, друзья, друзья",normal
"Человек друзья, спорт, спокойный человек",normal
"Человек обычная одежда, друзья, работа",normal
"Человек друзья, спорт, обычная одежда",normal
"Человек друзья, обычная одежда, работа",normal
"Человек учёба, обычная одежда, спокойный человек",normal
"Человек друзья, спорт, спокойный человек",normal
"Человек спокойный человек, спорт, спорт",normal
"Человек спорт, спокойный человек, обычная одежда",normal
"Человек спорт, учёба, спокойный человек",normal
"Человек спокойный человек, спокойный человек, работа",normal
"Человек обычная одежда, обычная одежда, спорт",normal
"Человек спокойный человек, спокойный человек, спорт",normal
"Человек обычная одежда, спорт, спорт",normal
"Человек спорт, спорт, спорт",normal
"Человек друзья, друзья, спокойный человек",normal
"Человек спокойный человек, друзья, обычная одежда",normal
"Человек работа, обычная одежда, спокойный человек",normal
"Человек друзья, обычная одежда, работа",normal
"Человек спорт, учёба, друзья",normal
"Человек друзья, работа, спорт",normal
"Человек спорт, учёба, спорт",normal
"Человек работа, спокойный человек, спорт",normal
"Человек спокойный человек, спокойный человек, работа",normal
"Человек друзья, друзья, друзья",normal
"Человек обычная одежда, друзья, работа",normal
"Человек учёба, спорт, друзья",normal
"Человек обычная одежда, спокойный человек, обычная одежда",normal
"Человек работа, учёба, друзья",normal
"Человек друзья, обычная одежда, работа",normal
"Человек обычная одежда, обычная одежда, учёба",normal
"Человек работа, учёба, работа",normal
"Человек друзья, спорт, спокойный человек",normal
"Человек спорт, работа, спорт",normal
"Человек обычная одежда, друзья, спокойный человек",normal
"Человек спокойный человек, спокойный человек, друзья",normal
"Человек спорт, спокойный человек, спокойный человек",normal
"Человек работа, обычная одежда, работа",normal
"Человек спорт, друзья, друзья",normal
"Человек работа, учёба, работа",normal
"Человек учёба, работа, учёба",normal
"Человек учёба, спокойный человек, спокойный человек",normal
"Человек учёба, учёба, обычная одежда",normal
"Человек учёба, спокойный человек, учёба",normal
"Человек друзья, обычная одежда, учёба",normal
"Человек спокойный человек, спокойный человек, спорт",normal
"Человек спокойный человек, обычная одежда, спокойный человек",normal
"Человек друзья, работа, друзья",normal
"Человек друзья, обычная одежда, обычная одежда",normal
"Человек спорт, спокойный человек, спорт",normal
"Человек обычная одежда, спокойный человек, обычная одежда",normal
"Человек обычная одежда, работа, друзья",normal
"Человек спорт, спорт, учёба",normal
"Человек работа, обычная одежда, обычная одежда",normal
"Человек работа, спокойный человек, спорт",normal
"Человек обычная одежда, учёба, спорт",normal
"Человек друзья, работа, спорт",normal
"Человек друзья, учёба, спокойный человек",normal
"Человек работа, спокойный человек, обычная одежда",normal
"Человек спокойный человек, обычная одежда, друзья",normal
"Человек спорт, учёба, друзья",normal
"Человек учёба, спокойный человек, учёба",normal
"Человек спокойный человек, учёба, работа",normal
"Человек друзья, работа, спорт",normal
"Человек спорт, обычная одежда, обычная одежда",normal
"Человек обычная одежда, спорт, учёба",normal
"Человек спокойный человек, учёба, друзья",normal
"Человек спорт, спокойный человек, спокойный человек",normal
"Человек спокойный человек, обычная одежда, спокойный человек",normal
"Человек спокойный человек, спорт, учёба",normal
"Человек учёба, работа, работа",normal
"Человек друзья, спорт, работа",normal
"Человек работа, спорт, учёба",normal
"Человек друзья, друзья, друзья",normal
"Человек работа, учёба, друзья",normal
"Человек спорт, друзья, обычная одежда",normal
"Человек учёба, обычная одежда, учёба",normal
"Человек спокойный человек, спорт, спокойный человек",normal
"Человек работа, работа, спокойный человек",normal
"Человек учёба, друзья, обычная одежда",normal
"Человек спорт, друзья, работа",normal
"Человек друзья, спокойный человек, спокойный человек",normal
"Человек обычная одежда, работа, учёба",normal
"Человек спорт, спокойный человек, спорт",normal
